tweet_id,_id,like_counts,content,ret,ret_prob
HFjgRh7Sy,4398456120483858,50,让她博士没得读，这种女的[喵喵], positive,-1.3422466e-05
HFjgRh7Sy,4398612697621361,47,横跨三界  医 育 研, positive,-0.00024906988
HFjgRh7Sy,4398459648281660,47,等待调查结果 学术不端 势必严惩不贷！！, negative,-0.07438036
HFjgRh7Sy,4398631979815987,43,这女的颜值身材都不行，但凭借超高的智商，骗得四个男博士团团转，阔怕[费解], positive,-0.019558646
HFjgRh7Sy,4398555386906743,43,可惜了这男的，好好搞科研多好, negative,-0.07655064
HFjgRh7Sy,4398481940538549,41,我什么时候才能遇到愿意给我五篇sci的小哥哥，🍋🍋🍋, positive,-0.00041095246
HFjgRh7Sy,4398641731247642,41,忍不住讲一个身边的事，我们教研室有一个女生考研期间勾搭本专业研三师兄，谈恋爱，考上了开学就甩。然后最让我傻眼的是，研一她为了论文又攀上了另一个博士师兄…在此之间她也不是单身状态的，最最关键是那个研三师兄和博士师兄认识的，身边的人都说博士师兄丢魂了。。。。, negative,-0.18521301
HFjgRh7Sy,4398565084684836,40,起码这女的不能让人家做医生，真实水平可疑, positive,-0.17532149
HFjgRh7Sy,4398645543214421,39,李敏的硕士学位也应该彻查 请交大和瑞金医院也承担起责任 一起还学术界一个清净@上海交通大学, positive,-0.009334925
HFjgRh7Sy,4398693664511695,36,知乎上大神的猜测太准了 http://t.cn/Aij9GlPm, positive,-0.00022373382
HFjgRh7Sy,4398623951622864,35,讲真，中国近十所top 3里，也就复旦是隔三差五就爆出一些影响较大的负面新闻了吧？, negative,-0.12136197
ICyHU5YSl,4491898934526111,185566,开除！！！, negative,-0.0755926
ICyHU5YSl,4491899454583967,102536,图片评论 http://t.cn/A6wzf2t5, positive,-0.0004509634
ICyHU5YSl,4491900431796226,58919,有着明显反社会人格的人，明显藐视生命、以虐杀为乐的性格，双手沾满鲜血不以为然，仅仅是严肃批评教育吗？仅是因为无聊缺钱花就虐杀猫，他日为了钱为了个人利益是不是要虐杀孩童虐杀他人？这不仅仅是行为不当，而是严重的性格扭曲、价值观扭曲，我倒要问一问，什么样的高等教育能教育出这样的恶魔？？, negative,-0.043314766
ICyHU5YSl,4491899030995454,45066,建议开除, positive,-0.2688963
ICyHU5YSl,4491899341869711,21759,相信学校！学校那么多猫哪只不是被一届一届的学生喂起来的 都可胖了它们 大家都很爱它们的 别以偏概全 学校没有包庇纵容也不培养虐猫的人一直积极处理 人渣只是因为本身是人渣罢了, positive,-0.0016659207
ICyHU5YSl,4491899056908441,21015,开除他！给我gu n！他不配做人, negative,-0.041492067
ICyHU5YSl,4491899400658452,15435,开除吧，不然等他杀老师同学？, negative,-0.12063686
ICyHU5YSl,4491898913685777,11270,批评教育？, negative,-0.13845067
ICyHU5YSl,4491899333727531,7555,批评教育就完事了？现在能虐待动物以后就能杀人！, negative,-0.028344747
ICyHU5YSl,4491903531544187,5934,他不配做山东理工大学的学生，他不配得到毕业证书，他甚至不配做个人[微笑], positive,-1.8190814e-05
ICyHU5YSl,4491899950262494,5194,我是做棺材生意的，请问贵校范源庆需要翻盖的滑盖的还是弹射的？？, positive,-0.015769828
ICyHU5YSl,4491900554214067,4628,在网上传播，贩卖，血腥暴力视频谋利！！应该可以立案了, negative,-0.06701418
ICyHU5YSl,4491900020644025,4227,这种藐视生命之人就是社会潜在罪犯，应该严惩，不兴男德国将不国, negative,-0.104808666
ICyHU5YSl,4491904374443370,4207,"学校已经报警处理了，麻烦不要只抓着""严肃批评""四个字，和这种人在同一个学校，我们也觉得可怕，人渣biss[太开心]买视频看的也是 http://t.cn/A6wzJwom", positive,-1.4974988e-05
ICyHU5YSl,4491900784900835,4149,说了会有后续依法依规处理的，请大家不要上升学校呀，这些小猫哪个不是我们学生喂起来的呢，请不要以偏概全，谢谢谢谢[委屈][委屈][委屈], positive,-0.0086909
ICyHU5YSl,4491899274013381,2324,就批评教育？合着虐猫行为不算事？记过都没有？, negative,-0.1218172
ICyHU5YSl,4491899358472849,2175,80多只猫，八十多条生命只做批评教育？, positive,-0.25110132
ICyHU5YSl,4491899635011411,2005,犯错的成本原来这么低啊, positive,-0.092669286
ICyHU5YSl,4491918413423596,1449,看看这个同学的态度！！还能更恶劣么？ http://t.cn/A6wz0ZPO, negative,-0.0040559354
ICyHU5YSl,4491927665994285,1207,请开除，并公示, positive,-0.018388122
ICyHU5YSl,4491900335387477,1053,本校学生希望开除, positive,-0.03081878
ICyHU5YSl,4491903725094056,876,山理学子表示 会一直蹲后续！！相信学校现在只是给广大网友一个事情知情的回复而已！会有让我们满意的处理！！, positive,-0.00020918754
ICyHU5YSl,4491951569161723,806,讲真的，学校之前还有个事，处理的很让人寒心，19年上半年，“油画填涂赚佣金”项目入驻山理工大学大红炉，用数字油画诈骗了学生500➕，金额高达15w（保守估计），向学区派出所反应后不受理，学校老师承诺会保证同学的权益，帮同学们追回来损失的钱，但是处理无果不了了之，希望学校现在也给出一个交代, negative,-0.014245256
ICyHU5YSl,4491901418090105,595,请网友看清依法依律严肃处理, positive,-0.0007494018
ICyHU5YSl,4491933806295751,540,建议开除该生，我是2020界山东高考生，自认为贵校若不能妥善处理该生，报考志愿时可能不会考虑填表贵校。相信若贵校不能给广大网友一个满意度答复，对贵校招生将会有不良影响。, positive,-0.27554366
ICyHU5YSl,4491905415314733,480,直接开除让他滚，别丢咱们学校的脸, negative,-0.011291138
ICyHU5YSl,4491901253761124,445,最后培养成杀人犯才管[拜拜][拜拜][拜拜], positive,-0.02297402
ICyHU5YSl,4491899672975179,438,目前进行到批评教育，会依法依规处理。不代表只是批评教育为止。相信学校会给大家一个好的交代[微笑], positive,-1.2468796e-05
ICyHU5YSl,4491903133775363,397,别骂学校了好吗，理工大不该背这锅。希望热心的广大网友有条件的有能力的多多在生 活中“关照”一下这位心理扭曲的范同学。[doge][doge][doge], positive,-0.0014624102
ICyHU5YSl,4491903657482188,356,请学校对该名学生作出开除学籍处理 从该生拍摄的虐猫视频可以看出，其至少虐杀了七只猫，手段残忍，毫无同情心同理心，道德观念薄弱，无论是为了贩卖视频赚钱还是从虐杀行为中取乐，其行为动机都是无法原谅的 http://t.cn/A6wzx9NH, negative,-0.22538434
ICyHU5YSl,4491900536586388,341,今天虐猫明天杀人绝对不是空谈[汗]失去了对生命的敬畏的人，可以干出更可怕的事情, negative,-0.002787978
ICyHU5YSl,4491901229359558,339,相信学校会做出自己能力范围内的处理，学校能力有限。 另外，这个蛆不能代表山东理工大学。, positive,-0.07580643
ICyHU5YSl,4491901409505883,322,要记录到个人档案，跟着这个人一辈子才行，毒害未成年人心灵，传播不良信息，等着这种心理变态出来祸害人吗？, negative,-0.04534209
ICyHU5YSl,4491899312641245,290,建议开除, positive,-0.2688963
ICyHU5YSl,4491902793885978,253,山东理工的渣渣，本名范源庆，山东理工大学数学专业大四在校学生，男，23岁左右，还有三个月就可以毕业拿到毕业证。因疫情期间，觉得无聊，和缺钱花，买了舒克精品视频想回本，近两个月内疯狂营业，所自制原创虐猫视频达到八部（即有至少七只无辜猫惨死受害）, negative,-0.18004099
ICyHU5YSl,4491900428429365,190,社会关注度这么高 可不能让这逼毕业, negative,-0.58887106
ICyHU5YSl,4492069278217452,163,就这？？？看看成都理工大学的处理方式。收钱了吗，还留着 http://t.cn/A6wZ0zrD, positive,-0.21046954
ICyHU5YSl,4491905334785516,160,蹲一个后续[微笑]我说过了我相信山理工，我是山理工学子。我也爱猫，我恨不得和猫过一辈子，等山理工的后期决定。多久都等，但必须有结果。, positive,-1.9263687e-05
ICyHU5YSl,4491899107263144,158,建议开除！！！这么多条小生命没了！！！！这种人人格是有问题的, negative,-0.1421636
ICyHU5YSl,4491900570421442,155,开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除开除, positive,-0.036793496
ICyHU5YSl,4491917016260774,147,个人是个人 干的什么事是从小培养的价值观影响的 难道大家要把他从小到大上过的学校都骂一遍吗 就事论事 上升到学校风评就实在没必要了吧👋🏻 山理工人相信学校🙆🏻‍♀️, positive,-0.030357009
ICyHU5YSl,4491900117757018,135,销售血腥暴力视频，建议开除学籍[怒], negative,-2.5225998e-05
ICyHU5YSl,4491900071273860,115,反社会人格，影响恶劣，极差，违背社会主义道德观, negative,-0.007532864
ICyHU5YSl,4491902848446175,114,开除！牢底坐穿！这种人跟n号房的变态有区别吗？, negative,-0.17836694
ICyHU5YSl,4492494136359886,113,在？？？你解释下这个？？？ http://t.cn/A6wy2FD6, positive,-0.079644375
ICyHU5YSl,4491924205546657,99,深刻道歉  坚决不改[嘻嘻][嘻嘻][嘻嘻] http://t.cn/A6wzjsun, positive,-8.296486e-06
ICyHU5YSl,4491899103061016,98,严肃批评教育？？？有p用啊, negative,-0.44284636
ICyHU5YSl,4492185225365137,94,看看你们教出来的好学生！！！！ http://t.cn/A6wAyDE1, positive,-0.0031423662
ICyHU5YSl,4491907583916112,90,相信学校！！直接开除吧[微笑][微笑][微笑]我们不想和这种人一起开学, positive,-0.003081797
ICyHU5YSl,4491925774150545,86,能把这个放进他的档案吗！, positive,-0.016545676
IDsGWARJs,4494051128127921,81024,终于等来了, positive,-3.7148744e-05
IDsGWARJs,4494051330206005,50300,好怕他以后杀人……, negative,-0.02215143
IDsGWARJs,4494051351245209,43437,这种好事要多多转发呀，大家帮忙扩散, positive,-1.8073477e-05
IDsGWARJs,4494051489505491,35845,他被退学 进入社会 还会做什么 报复心理很可怕的@山东高法 @山东公安 @山东发布 @山东省教育厅 @山东省人民检察院 @山东网警巡查执法 @青春山东, negative,-0.038448256
IDsGWARJs,4494055965192981,31707,感谢贵校做的英明决定，接下来范的一切行为与学校无关了。现在范涉嫌至少两个违法行为，非法经营罪和寻衅滋事罪，我们将通过正规的渠道提起法律诉讼，追究他的违法行为，也很怕学校受其牵累而影响学校声誉。范若还在公开虐猫，我们也不介意给他寻找一个合适的去处，免得在外流浪的孩子被捉去开水烫, negative,-0.28514156
IDsGWARJs,4494052126576837,14805,早点不就完事了吗, positive,-0.0010244246
IDsGWARJs,4494054441704882,9942,[泪], negative,-2.6419024e-05
IDsGWARJs,4494052055726623,5442,退学和开除。有什么区别？, negative,-0.04634543
IDsGWARJs,4494051598022349,3593,漂亮。骂学校的可以闭嘴了吧, positive,-0.006371888
IDsGWARJs,4494052290185611,2988,"他还在继续虐猫,只是换了个号 叫爱猫人范源庆", positive,-0.03076758
IDsGWARJs,4494058833811036,2601,我们就想知道有没有幸存的猫咪，多方联系你都没有结果, positive,-0.6590616
IDsGWARJs,4494054966321334,2323,这个人被退学后可能有报复性行为，大家一定要注意，不能让更多动物和人受到伤害。, negative,-0.04322987
IDsGWARJs,4494051254039002,2270,好吧，你们学校[good][good][good]支持好学校, positive,-7.005035e-05
IDsGWARJs,4494053003002261,2018,那些地域黑山东的狗，肯定又得说，到现在舆论招架不住了才处理！他们才不管调查核实需要时间，就先把节奏带起来，再一起黑山东！[怒]这件事要是发生在别的省份，早就没人关注了，很多丧心病狂的就是想拿着放大镜找到山东一切黑点去黑！最可气的是某些山东人，别人把你卖了你还帮着数钱。[摊手], negative,-0.00027697318
IDsGWARJs,4494058267719868,1891,勒令退学相当于开除学籍！ http://t.cn/A6wipMaD, negative,-0.123927996
IDsGWARJs,4494052852643035,1194,学校这个做法🉑，即公正处理予以退学又对该学生进行心理辅导，希望这个人不要再做危害社会的行为了, negative,-0.6559509
IDsGWARJs,4494055977578823,1049,还有说退学和开除有区别的，我告诉你们，这个变态这么牛逼哄哄就是仗着无法可依，开除不需要有法可依吗？退学已经是顺应民意能做到的最大的处罚了, positive,-0.5581412
IDsGWARJs,4494054840686367,840,首先很感谢贵校，终于在今天做出了正确的决定。虽然范已被严肃处理，但谁能保证他不在学校后，不继续虐杀猫和其他动物呢？他以及他的同伙是否会更加疯狂的进行报复？我们恳求立法部门，尽快颁布反虐待反虐杀小动物保护法！进一步提升我们国家的社会风气和人民人身安全！切断这些暴力血腥的黑暗产业链！, positive,-0.4169906
IDsGWARJs,4494052923604636,581,我说什么等着学校相信学校，那些在我评论下面阴阳怪气的外人最好看一看，不求你们道歉，希望你们下次再遇到这样的事冷静一些。[作揖], negative,-0.17771357
IDsGWARJs,4494051686445013,521,干的漂亮，下一步等待公安局的处理结果。[doge][doge][doge], positive,-2.1649737e-05
IDsGWARJs,4494054681646672,403,一直没有说什么  结果来了 都什么年代了 少带点节奏  我们有冯思广 我们还有5亿专利 你们知道吗？, positive,-0.20820679
IDsGWARJs,4494051506584231,356,终于等来了！！！, positive,-2.4390605e-05
IDsGWARJs,4494053058462911,298,干的漂亮！这种人不配做我理工大的学生！, positive,-0.0020126826
IDsGWARJs,4494051749395030,292,卧槽卧槽卧槽 老子哭了, negative,-0.031358443
IDsGWARJs,4494052420449534,258,真的真的他换了个号，他还在继续虐猫, positive,-0.13547368
IDsGWARJs,4494058737331794,252,希望在此期间通过各类不宜方式，对学校及其他普通学生造成不良影响的网友，及时删除相关内容，谢谢。, positive,-0.21558467
IDsGWARJs,4494061841212888,250,很多人说学校领导收钱了，这个说法真的站不住脚，这件事已经人尽皆知了。我相信大部门都会记得那个名字，就算他改名了，大家也会记得他。学校领导为什么会为一点钱去包庇一个罪恶的人，这根本没用用处。在这场事件中，学校真的已经尽力了。不管是那一所大学都会存在邪恶的人，但也同样有高尚的人。, negative,-0.10475611
IDsGWARJs,4494054039688329,207,终于阿[泪][泪][泪]我就知道学校不会让我寒心[羞嗒嗒][羞嗒嗒][羞嗒嗒], negative,-0.0005400564
IDsGWARJs,4494055906087404,189,看到很多熟悉的ID已经成铁粉了，各位姐妹兄弟辛苦了！！！！！！, positive,-7.4104384e-05
IDsGWARJs,4494056409161412,165,虐猫该死！退学合理 大快人心 理智冲浪[作揖], positive,-0.14470747
IDsGWARJs,4494052130785314,155,学校终于证明了[泪][泪], negative,-0.00010605607
IDsGWARJs,4494068014733021,135,这起其实并没有结束，退学不代表不虐猫，真心呼吁能够立法保护这些弱小，否则这种低成本的残虐就更多了，希望大家能够帮这些死去的毛孩子们转发呼吁立法保护吧，人类的文明处处都需要体现！, negative,-0.2598727
IDsGWARJs,4494054534139785,124,你们做了自己能做的就可以了，剩下的就看警方了。不过说回来，虐杀了那么多猫，学校都没发现，可见监管的缺失。, negative,-0.39847347
IDsGWARJs,4494051157844287,117,那警方那边呢？, positive,-0.228682
IDsGWARJs,4494051128136990,113,开除大快人心, negative,-0.5929561
IDsGWARJs,4494069051395144,112,予以退学已经是学校的权力范围内能够做出的最严肃的处理，至于网友们关心的心理问题教育与行为约束，只能其父母层面有权强制执行。, positive,-0.47600135
IDsGWARJs,4494081344727777,96,刚刚打了电话问了学校为什么不开除学籍了，那些说开除和退学是一样的你们可以打电话问问你们老师。学校的回复是都不会给双证了且不会再招他当学生了，和学校也没关系了，更不会考到海洋大学去了，至少这算是好的了。问到为什么不给开除，这点没有给明确答复，哎，可以了，这个学生和这个学校没关系了。, positive,-0.0037661998
IDsGWARJs,4494055846788846,94,坚决反对恶意诋毁学校形象，支持学校决定，感谢社会各界对学校关心支持。, positive,-0.00021228698
IDsGWARJs,4494060796709523,94,不信他真心悔改，社会舆论太大，他不得已才道歉，这种心里bt的怎么会因为别人几句话就改邪归正的呢？不管开除还是退学，他可以再换一个学校，又没案底，可以偷偷虐，怪就怪中国没有动保法，我记得外国调查过，sha人犯百分之八十还是多少来着 从小都有虐sha动物的嗜好，没有被重视，最后不满足就去sha人, negative,-0.032736354
IDsGWARJs,4494051690698158,89,他以后会不会虐得更厉害啊…, positive,-0.2126732
IDsGWARJs,4494060285122620,87,开除范 大块人心！好样的山理工[赞], positive,-1.6402679e-05
IDsGWARJs,4494062923492859,84,虽然退学了，让人解了气。但我更担心他会因此被激怒，继续虐待动物，反正能有利可图，也没人能管得到他了。怕他不上班，专注于在家虐待动物赚钱。什么时候虐待动物能判刑才能根本压制住这种事情, negative,-0.19605942
IDsGWARJs,4494053616209308,75,同问 退学和开除有区别吗!! 大家顶一下!!!!, negative,-0.24346955
IDsGWARJs,4494052236047567,74,呵呵，最好是这样，别两面三刀的，偷偷让他毕业, positive,-0.00012477185
IDsGWARJs,4494065032628633,66,那些别有用心带“退学”不是处罚的节奏的，睁开你的狗眼看看百度百科！ http://t.cn/A6wij7w7, negative,-0.6909553
IDsGWARJs,4494055277241270,64,支持山大理工！！！支持山大理工！！！[good][赞]支持山大理工！！！支持山大理工！！！[good][赞]支持山大理工！！！支持山大理工！！！[good][赞], positive,-6.4566746e-05
IDsGWARJs,4494069042575959,58,图片评论 http://t.cn/A6wiT3ls, positive,-0.0010978768
IDsGWARJs,4494065145994801,58,他以后肯定还会继续虐猫的[微笑], positive,-8.4157e-06
IDsGWARJs,4494064068311123,56,很多人说学校领导受贿，我想知道证据在哪里？是有什么确凿的证据嘛？如果有的话，那太好了，请交给警方，可以打掉一只大老虎，让山理工变得更好，还一个朗朗乾坤。如果没有，就请不要造谣，造谣也是要负责的。抹黑山理工是需要负责的，只不过学校没有追究。, positive,-0.0065840227
IDsGWARJs,4494063963503444,55,还得监督好，避免报复社会[微笑], positive,-7.698572e-06
IFHK7gym7,4499397327263455,6924,望彻查!关系到教育观念, positive,-0.5905623
IFHK7gym7,4499398657142531,6530,学校应该教书育人，而非姑息养奸。依法依规处理，才能正本清源。, positive,-0.13117796
IFHK7gym7,4499400535124935,5977,希望严查这种拿着国家钱砸国家锅的垃圾教授，强烈建议取消退休金追查完她责任，让她凭本事吃饭去, positive,-0.27020505
IFHK7gym7,4499400920989208,4035,不太理解这些人也配为人师表？要不你就脱离体制。把退休金挺了吧，她那么恨国恨党的，那就替她脱离苦海吧。, negative,-0.41638342
IFHK7gym7,4499397562428789,2425,这样才是有仪式啊。请各位嘴下留情，海大辛勤教书育人的老师不可以受到牵连🙏希望海南大学给自己一个清白，给社会一个结果, positive,-0.025857717
IFHK7gym7,4499399290805560,2103,希望认真详查此人的恶劣言论，涉嫌违背师风师德！[作揖], negative,-0.4240932
IFHK7gym7,4499396174276819,1073,如果是真的，那再别误人子弟了, positive,-0.07758123
IFHK7gym7,4499401961382272,1008,应该彻查，学校不是藏污纳垢的地方，支持海南大学, positive,-0.000108559456
IFHK7gym7,4499400090471763,869,香港的曱甴教训已经足够深刻了。, negative,-0.18519853
IFHK7gym7,4499399114104127,849,我不相信从事教育工作的尽是这些数典忘祖的猪狗之辈，大多数教育工作者应该站出来抵制这些货色！希望校方严查，要不然一传十十传百，以后谁还敢让孩子去上学！, negative,-0.07001357
IFHK7gym7,4499447231170247,821,不是洗白，也别扣我帽子。比起这些没头没尾的言论截图，对言论的激烈反应更让人感到担忧。因为一些言论就全盘否定某个人，是非黑即白以偏概全的思维方式，只能带来更多的对立吧……, negative,-0.19052587
IFHK7gym7,4499439753092946,754,那么海大怎么界定不当言论呢？海大有权干涉退休老师的言论吗？不是有事就立马站出来彻查回应就是好学校，坚持正义才是好学校, positive,-0.03553673
IFHK7gym7,4499402188338231,568,希望对得起你211的招牌 别让整个学校的孩子都被一个垃圾教师所连累, negative,-0.01736488
IFHK7gym7,4499397301710838,537,你终于发声了, positive,-0.00021383668
IFHK7gym7,4499444702229888,501,难怪说微博里本科率不及百分之一，看这评论, positive,-0.42678082
IFHK7gym7,4499399792789766,480,不希望母校以这种方式上热搜 毕业季 都该是海大的凤凰花上热搜 http://t.cn/A6AbxkVr, positive,-0.036463086
IFHK7gym7,4499397872179449,428,望彻查！, positive,-0.068723515
IFHK7gym7,4499401488421079,358,毛主席当年那句话真是一针见血:教育之人，首先接受教育, positive,-0.0027329298
IFHK7gym7,4499444500641835,333,@海南大学  严肃批评就行了，如果因为一些个人言论而上纲上线，那海南大学随随便便查一些教师或者学生的微博都可能会有不当言论难道都要治罪？因言获罪是过去式，文革式的做法，这种做法早就抛进了历史的垃圾堆里, negative,-0.37547928
IFHK7gym7,4499463882158273,272,我想说，留言的有几个真正知道王小妮说啥了的，就人云亦云，乱带风气，别因为一时口快毁掉了一个老师，她就即使说话有政治上的问题，也自有法律去判定，但是她作为一个老师的好坏，不是我们可以评定的，你是她学生？乱猜一气，最近几年微博风气很是有问题，我是不知道这个事情的来龙气脉但是我讨厌跟风, negative,-0.06730154
IFHK7gym7,4499401462303088,269,该处理处理，别以为网民真三天的记忆呢, positive,-0.018299852
IFHK7gym7,4499398849221144,258,请你以后面对这种消息快一点回应，海大不喜欢被拉踩, positive,-0.1334616
IFHK7gym7,4499401954029011,240,不是说这个社会不能有不同的声音出来，有不同声音出来共同促进社会是好的，但是特么这人是分裂国家啊，彻查给个交代吧。, positive,-0.35147953
IFHK7gym7,4499399302441624,212,希望合理调查！支持学校！！, positive,-0.00014885482
IFHK7gym7,4499402654710943,182,点赞！你们比另外那几所大学有担当！, positive,-1.9860674e-05
IFHK7gym7,4499401177359953,147,堅決查出，嚴懲吃裡扒外的, positive,-0.19681554
IFHK7gym7,4499452779491809,134,我坚决支持王小妮教授，你们可以打我了。[哈哈][哈哈], positive,-5.0778563e-06
IFHK7gym7,4499400283612120,129,希望能给公众一个交代！教书是育人不是害人！, positive,-0.51910794
IFHK7gym7,4499437299146110,128,多年前的言论，这是要鞭尸吗[挖鼻], negative,-0.07789858
IFHK7gym7,4499455216468331,127,事实上，所谓211招牌一文不值，这个声明发出来的这一刻已经身败名裂, negative,-0.07461185
IFHK7gym7,4499486007991345,122,单方面宣布我脱离海南大学，不认可海南大学为我母校。, negative,-0.038988467
IFHK7gym7,4499405091077481,119,希望一并查一查教师队伍，把反D恨国的清出教师队伍, negative,-0.15412001
IFHK7gym7,4499445700019585,97,一群本科学历还不知有没有的人，到处煽风点火, positive,-0.03075
IFHK7gym7,4499415132240540,96,当年本科政治老师就反共反社会“还是党员”，还超级受同学们爱戴，现在想来，我们一个医学校，人家正儿八经医学教授没人尊敬，都在崇拜一个政治老师，现在我在临床上全是那些医学老师的知识有用，我们这样一个发展中国家，务实才是一切, positive,-0.005529325
IFHK7gym7,4499405773736288,94,好的，海南大学还是有底线的好学校！, positive,-5.2525735e-05
IFHK7gym7,4499402129644047,82,感谢方方，带货女王～[允悲][允悲][允悲], positive,-3.5120327e-05
IFHK7gym7,4499400217283406,80,细思极恐, negative,-0.049722306
IFHK7gym7,4499400364101729,78,望严肃处理，取消退休待遇。, positive,-0.21655418
IFHK7gym7,4499437193797533,78,运动喽，哐！哐！哐！, positive,-0.0020494747
IFHK7gym7,4499401945746891,76,海南大学好样的！！！[赞][赞][赞], positive,-8.296486e-06
IFHK7gym7,4499398517831176,73,发的有点晚！！！！, positive,-0.14913435
IFHK7gym7,4499443150737868,72,什么叫“不当”，先拿出来标准，再去调查不更好嘛！, positive,-0.6228431
IFHK7gym7,4499399521339543,71,不要让两面人毒害学生啊！！, negative,-0.15917926
IFHK7gym7,4499404356734861,68,其实她要表达什么是她的自由，但是人要有志气，你既然看不惯你就不要享受国家给你的福利啊，你又舍不得这碗饭，放下碗就骂娘，哪有这么好的事, negative,-0.24699451
IFHK7gym7,4499396127844530,62,我爱海大[心], positive,-7.4639065e-06
IFHK7gym7,4499411957384179,55,吃中国的饭，穿中国的衣，端着中国的饭碗，干的不是中国人的事情。, negative,-0.5095643
IFHK7gym7,4499510779202149,55,文化大革命了麽？, positive,-0.018098636
IFHK7gym7,4499468651496069,53,21世纪文革？没想到粉蛆恶臭到这种程度[吐], negative,-0.0008973453
IFHK7gym7,4499521001124185,51,你们凭什么成立的调查组？, positive,-0.033804912
IFHK7gym7,4499454700343676,51,1966年？, positive,-0.02753488
Io6pMhCFm,4457446930089582,22471,去年的事才发通报？？？？？？, negative,-0.1971873
Io6pMhCFm,4457446850135140,19185,仅仅是取消研究生导师资格？意思是还能继续教书吗 是还能继续当讲师教学生？, positive,-0.04476671
Io6pMhCFm,4457446104148566,11257,12.26号死的，1.5号通报出来，这是效率？？？？？, negative,-0.013846784
Io6pMhCFm,4457482573738408,9539,说一件事 可能有的人还不知道 31号的时候 那位母亲来学校声嘶力竭地痛哭 是我室友亲眼目睹 而学校做出的处理不是安抚 不是沟通 而是强行让人将她塞进车里 不让其他人知道这件事 请问只是一个高等院校该有的作为吗 [疑问][疑问][疑问], negative,-0.044037674
Io6pMhCFm,4457445927461220,7900,杀人是要偿命的，如果确实和老师有关，希望能送她去法庭, positive,-0.5046779
Io6pMhCFm,4457446037122139,5902,学的浙江卫视吗？, positive,-0.0005641506
Io6pMhCFm,4457450160254805,4176,我知道这件事情对学校的荣誉有所影响，我理解学校不想把事情闹大，但是我觉得校方应该给受害者以及受害者的家属一个真相，一个他们满意的处理结果。我想，如果学校的处理很好，家长也不会到学校去闹吧，所以希望学校承担起责任，处理好应该处理的人。受害者安息🙏, positive,-0.16405869
Io6pMhCFm,4457502110585839,2926,我还想举报同济大学的一个导师，不让学生毕业，让学生给自己做项目挣钱，其中一个学生也是自杀身亡。同时学校还威胁打算找媒体曝光的学生，一个国内知名高校，一个教书育人的地方，竟然为了自身名誉掩盖事实, negative,-0.0068512917
Io6pMhCFm,4457450729845451,1959,那么多天的事情为什么现在才出来？只是吊销他的研究生什么的！？要受到法律严惩 地狱空荡荡魔鬼在人间 张宏梅今晚就给我下地狱[怒][怒][怒] http://t.cn/AisfmWI8, negative,-7.338913e-05
Io6pMhCFm,4457446070298160,1881,这哪是意外！光取消不开除？, positive,-0.5411458
Io6pMhCFm,4457477791768515,1868,我知道的，最恶劣的就是有一次他们开会，学生不说话，那个女变态就说，还说不说？不说就把嘴巴封起来。然后，就用胶带封起来了。有个女生不愿意，她就让那个学生的师兄帮她封。, negative,-0.005018024
Io6pMhCFm,4457447491668158,1769,这么久了闹出来了才管????我看见母亲坐在高楼上那个视频真的浑身颤栗，希望你们能真正解决, positive,-0.040321536
Io6pMhCFm,4457452341235091,1438,讲道理，哪个学校都出事。但是，同样的事情发生两次，学校真的不想想为什么？明知道有问题还不处理，就是明摆着懒政。, negative,-0.08277545
Io6pMhCFm,4457446187804256,1430,图片评论 http://t.cn/AisfRKil, positive,-0.00034333672
Io6pMhCFm,4457475384127956,1247,母校你的控评能力真是双一流[doge], positive,-7.224551e-06
Io6pMhCFm,4457446561118702,1095,25号死的，现在压不住终于有通报了？, negative,-0.013751906
Io6pMhCFm,4457498641176276,1035,北电张辉、华北电力戴松元、西安交大周筠、厦大吴春明、北航陈小武、武汉理工王攀、南邮张代远、上财钱逢胜、南邮张宏梅……每次看到这种新闻都很生气，自己也不是多么正义也没有很高尚，就是生气，气到睡不着，之前也写过微博文章批判过，害！, negative,-0.011696795
Io6pMhCFm,4457458397201069,872,不明白学校为什么总是要等到舆论压力太大的时候才开始为了应付大众而公关，不痛不痒地整改，然后发一个声明。之前328是这样，食堂整改效果确实不那么理想。九月寝室检查规范很多同学有意见之后，学校改口说只是试运行。这次也是在学生家长来讨说法之后，舆论压力大了才开始发声明，感到失望。, negative,-0.00016864816
Io6pMhCFm,4457446665735340,701,情况通报？歪的？还能再敷衍一点吗？, negative,-0.063156106
Io6pMhCFm,4457482254168336,623,学生作弊被抓立刻全校通报批评，张贴告示在各个教学楼门口，而学生死亡事件却想息事宁人，欺上瞒下？令广大学生心寒吧, negative,-0.009038903
Io6pMhCFm,4457450507559375,619,16的除了取消导师资格，还停职呢，今年停职都没有了？？？, negative,-0.07783795
Io6pMhCFm,4457480685488838,564,问题是，这个傻孩子，自己死之前，为什么不把老师带走？横竖都是死，必然要把你恨的老师带走呀。, negative,-0.014460636
Io6pMhCFm,4457505356382890,555,虽然我是南邮的学生 但我真的要说这已经是我看到的第5个自杀的了, negative,-0.00336781
